Start;16/09/2024;8h51;End;;;Day;Hour;;A;B;C;Dilution;Day;Time (h);Time (s);OD 0A;Std 0A;OD 0B;Std 0B;OD 0C;Std 0C;OD 1A;Std 1A;OD 1B;Std 1B;OD 1C;Std 1C;OD 2A;Std 2A;OD 2B;Std 2B;OD 2C;Std 2C;OD 3A;Std 3A;OD 3B;Std 3B;OD 3C;Std 3C;OD 4A;Std 4A;OD 4B;Std 4B;OD 4C;Std 4C;mean 0;std 0;mean 1;std 1;mean 2;std 2;mean 3;std 3;mean 4;std 4;dilution 0;dilution 1;dilution 2;dilution 3;dilution 4;OD 0A NC;OD 0B NC;OD 0C NC;OD 1A NC;OD 1B NC;OD 1C NC;OD 2A NC;OD 2B NC;OD 2C NC;OD 3A NC;OD 3B NC;OD 3C NC;OD 4A NC;OD 4B NC;OD 4C NC;mean 0 NC;mean 1 NC;mean 2 NC;mean 3 NC;mean 4 NC
;;;;;;;;;0.033;0.038;0.032;1;02/10/2024;16h25;1409640;5.10666666666667;0.0030550504633039;7.26666666666667;0.0045092497528229;7.34;0.00458257569495584;4.01333333333333;0.00152752523165195;4.52666666666667;0.00115470053837925;4.72;0.00199999999999999;1.91;0.002;1.78333333333333;0.000577350269189626;1.75;0.001;0.743333333333333;0.00152752523165195;0.775;0.00360555127546399;0.786666666666667;0.00115470053837925;0.368;0.001;0.409333333333333;0.000577350269189626;0.317333333333333;0.000577350269189626;6.57111111111111;1.26877602144452;4.42;0.365209224661395;1.81444444444444;0.0844151996143226;0.768333333333333;0.0224227067451229;0.364888888888889;0.0460788374338944;20;20;10;5;4;0.255333333333333;0.363333333333333;0.367;0.200666666666667;0.226333333333333;0.236;0.191;0.178333333333333;0.175;0.148666666666667;0.155;0.157333333333333;0.092;0.102333333333333;0.0793333333333333;0.328555555555556;0.221;0.181444444444444;0.153666666666667;0.0912222222222222
;;;;;;;;;0.029;0.034;0.026;1;03/10/2024;14h06;1487700;5.37333333333333;0.00115470053837925;7.27333333333333;0.00378593889720019;7.48;0.00360555127546399;4.46;0.00264575131106459;4.43333333333333;0.00351188458428425;4.68;0.00299999999999999;1.91;0.00173205080756888;1.76333333333333;0.0045092497528229;1.70666666666667;0.000577350269189626;0.745;0.004;0.751666666666667;0.00208166599946613;0.741666666666667;0.00251661147842359;0.389333333333333;0.00208166599946613;0.374666666666667;0.00152752523165195;0.334666666666667;0.000577350269189626;6.70888888888889;1.16123178532938;4.52444444444444;0.135373283649049;1.79333333333333;0.104933841591315;0.746111111111111;0.00509175077217315;0.366222222222222;0.0282947449642614;20;20;10;5;4;0.268666666666667;0.363666666666667;0.374;0.223;0.221666666666667;0.234;0.191;0.176333333333333;0.170666666666667;0.149;0.150333333333333;0.148333333333333;0.0973333333333333;0.0936666666666667;0.0836666666666667;0.335444444444444;0.226222222222222;0.179333333333333;0.149222222222222;0.0915555555555556
;;;;;;;;mean 0;0.0306666666666667;0.035;0.028;1;03/10/2024;17h03;1498320;5.01333333333333;0.000577350269189626;7.38666666666667;0.00251661147842359;7.16666666666667;0.00404145188432738;4.14;0.001;4.22666666666667;0.00251661147842359;4.48666666666667;0.000577350269189626;1.84;0.001;1.69;0.001;1.64666666666667;0.00251661147842359;0.675;0.001;0.741666666666667;0.00115470053837925;0.738333333333333;0.00152752523165195;0.344;0.00173205080756887;0.332;0.002;0.309333333333333;0.00251661147842359;6.52222222222222;1.31135779223645;4.28444444444445;0.180411053287065;1.72555555555556;0.101452415410342;0.718333333333333;0.0375647588986154;0.328444444444444;0.0176047131736341;20;20;10;5;4;0.250666666666667;0.369333333333333;0.358333333333333;0.207;0.211333333333333;0.224333333333333;0.184;0.169;0.164666666666667;0.135;0.148333333333333;0.147666666666667;0.086;0.083;0.0773333333333333;0.326111111111111;0.214222222222222;0.172555555555556;0.143666666666667;0.0821111111111111
;;;;;;;;dilution 0;0.0306666666666667;0.035;0.028;;04/10/2024;8h55;1555440;5.40666666666667;0.00577350269189626;7.08666666666667;0.00907377172587747;7.73333333333333;0.00208166599946613;4.28666666666667;0.00230940107675851;4.64666666666667;0.00305505046330388;4.70666666666667;0.0058594652770823;1.81;0.00435889894354068;1.67333333333333;0.00152752523165195;1.66333333333333;0.00288675134594813;0.703333333333333;0.00057735026918961;0.738333333333333;0.0030550504633039;0.721666666666667;0.00251661147842359;0.364;1.69967494438815E-17;0.412;0.00173205080756888;0.325333333333333;0.0030550504633039;6.74222222222222;1.20096874477479;4.54666666666667;0.22715633383201;1.71555555555556;0.0819439736332989;0.721111111111111;0.0175066125073207;0.367111111111111;0.0434170132210524;20;20;10;5;4;0.270333333333333;0.354333333333333;0.386666666666667;0.214333333333333;0.232333333333333;0.235333333333333;0.181;0.167333333333333;0.166333333333333;0.140666666666667;0.147666666666667;0.144333333333333;0.091;0.103;0.0813333333333333;0.337111111111111;0.227333333333333;0.171555555555556;0.144222222222222;0.0917777777777778
;;;;;;;;1;0.038;0.038;0.028;1;04/10/2024;16h32;1582860;5.26;0.00173205080756888;7.16;0.001;7.70666666666667;0.00288675134594813;4.12666666666667;0.00351188458428424;4.44666666666667;0.00351188458428425;4.76;0.00529150262212917;1.76333333333333;0.00208166599946613;1.67;0.00173205080756888;1.62333333333333;0.00251661147842359;0.708333333333333;0.00152752523165193;0.733333333333333;0.00550757054728611;0.706666666666667;0.00230940107675849;0.34;0;0.370666666666667;0.000577350269189626;0.321333333333333;0.00152752523165195;6.70888888888889;1.28420028436781;4.44444444444444;0.316672514565886;1.68555555555556;0.0712845108104241;0.716111111111111;0.0149381440663874;0.344;0.0249087222563592;20;20;10;5;4;0.263;0.358;0.385333333333333;0.206333333333333;0.222333333333333;0.238;0.176333333333333;0.167;0.162333333333333;0.141666666666667;0.146666666666667;0.141333333333333;0.085;0.0926666666666667;0.0803333333333333;0.335444444444444;0.222222222222222;0.168555555555556;0.143222222222222;0.086
;;;;;;;;;0.039;0.037;0.029;1;07/10/2024;8h36;1813500;5.80666666666667;0.00416333199893227;7.58;0.002;8;0.00435889894354068;4.50666666666667;0.000577350269189626;4.9;0.00264575131106459;5.04;0.002;1.68333333333333;0.00642910050732863;1.54333333333333;0.000577350269189626;1.54666666666667;0.00208166599946613;0.61;0.00264575131106459;0.681666666666667;0.00378593889720019;0.681666666666667;0.000577350269189626;0.330666666666667;0.00251661147842359;0.341333333333333;0.000577350269189618;0.314666666666667;0.000577350269189626;7.12888888888889;1.16417511728421;4.81555555555556;0.276512674681034;1.59111111111111;0.0798841754134165;0.657777777777778;0.0413767692919232;0.328888888888889;0.0134219278849258;20;20;10;5;4;0.290333333333333;0.379;0.4;0.225333333333333;0.245;0.252;0.168333333333333;0.154333333333333;0.154666666666667;0.122;0.136333333333333;0.136333333333333;0.0826666666666667;0.0853333333333333;0.0786666666666667;0.356444444444445;0.240777777777778;0.159111111111111;0.131555555555556;0.0822222222222222
;;;;;;;;;0.041;0.036;0.031;1;07/10/2024;18h47;1850160;5.76;0.001;7.62;0.00173205080756888;7.71333333333333;0.00152752523165195;4.34666666666667;0.00550757054728611;4.69333333333333;0.00057735026918961;4.61333333333333;0.00321455025366432;1.53666666666667;0.00152752523165195;1.46666666666667;0.00152752523165195;1.34333333333333;0.000577350269189626;0.638333333333333;0.00115470053837925;0.63;0.004;0.61;0.002;0.316;0.00173205080756888;0.286666666666667;0.000577350269189626;0.288;0.001;7.03111111111111;1.10180323577777;4.55111111111111;0.181516247614775;1.44888888888889;0.0978850421743867;0.626111111111111;0.0145614915800902;0.296888888888889;0.0165641290254082;20;20;10;5;4;0.288;0.381;0.385666666666667;0.217333333333333;0.234666666666667;0.230666666666667;0.153666666666667;0.146666666666667;0.134333333333333;0.127666666666667;0.126;0.122;0.079;0.0716666666666667;0.072;0.351555555555556;0.227555555555556;0.144888888888889;0.125222222222222;0.0742222222222222
;;;;;;;;mean 1;0.0393333333333333;0.037;0.0293333333333333;1;08/10/2024;8h47;1900560;6.18666666666667;0.00378593889720019;7.73333333333333;0.00802080627701065;6.68666666666667;0.00351188458428425;4.48;0.004;4.14;0.002;4.74;0.00264575131106458;1.53333333333333;0.00152752523165195;1.43;0.001;1.39666666666667;0.00208166599946612;0.565;0.00173205080756888;0.67;0.001;0.673333333333333;0.00152752523165195;0.329333333333333;0.000577350269189626;0.296;0.001;0.282666666666667;0.00152752523165194;6.86888888888889;0.789270643156167;4.45333333333333;0.300887575903914;1.45333333333333;0.071258527754773;0.636111111111111;0.061606577330431;0.302666666666667;0.0240370085030932;20;20;10;5;4;0.309333333333333;0.386666666666667;0.334333333333333;0.224;0.207;0.237;0.153333333333333;0.143;0.139666666666667;0.113;0.134;0.134666666666667;0.0823333333333333;0.074;0.0706666666666667;0.343444444444444;0.222666666666667;0.145333333333333;0.127222222222222;0.0756666666666667
;;;;;;;;dilution 1;0.0393333333333333;0.037;0.0293333333333333;;09/10/2024;8h25;1985640;5.79333333333333;0.00611010092660779;7.66;0.00435889894354068;7.23333333333333;0.00251661147842359;4.05333333333333;0.00208166599946612;4.40666666666667;0.00351188458428425;4.72;0.001;1.38;0.00360555127546398;1.19;0.00199999999999999;1.25666666666667;0.000577350269189626;0.51;0.000999999999999994;0.59;0.00264575131106459;0.551666666666667;0.000577350269189626;0.241333333333333;0.00404145188432738;0.270666666666667;0.00404145188432738;0.244;0;6.89555555555556;0.978100956691834;4.39333333333333;0.333533273369307;1.27555555555556;0.0963980943410844;0.550555555555556;0.0400115724000685;0.252;0.0162207000807953;20;20;10;5;4;0.289666666666667;0.383;0.361666666666667;0.202666666666667;0.220333333333333;0.236;0.138;0.119;0.125666666666667;0.102;0.118;0.110333333333333;0.0603333333333333;0.0676666666666667;0.061;0.344777777777778;0.219666666666667;0.127555555555556;0.110111111111111;0.063
;;;;;;;;2;0.039;0.039;0.036;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.038;0.036;0.034;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.04;0.04;0.037;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 2;0.039;0.0383333333333333;0.0356666666666667;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 2;0.039;0.0383333333333333;0.0356666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;3;0.033;0.034;0.032;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.033;0.034;0.033;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.034;0.033;0.033;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 3;0.0333333333333333;0.0336666666666667;0.0326666666666667;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 3;0.0333333333333333;0.0336666666666667;0.0326666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;4;0.032;0.032;0.026;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.031;0.031;0.026;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.031;0.033;0.023;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 4;0.0313333333333333;0.032;0.025;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 4 ;0.0313333333333333;0.032;0.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;17h37;0;0.029;0.023;0.046;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.032;0.024;0.046;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.029;0.025;0.045;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 0;0.03;0.024;0.0456666666666667;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 0;0.03;0.024;0.0456666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;1;0.045;0.048;0.032;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.045;0.05;0.034;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.044;0.052;0.035;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 1;0.0446666666666667;0.05;0.0336666666666667;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 1;0.0446666666666667;0.05;0.0336666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2;0.05;0.039;0.054;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.046;0.041;0.054;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.049;0.04;0.049;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 2;0.0483333333333333;0.04;0.0523333333333333;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 2;0.0483333333333333;0.04;0.0523333333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;3;0.043;0.043;0.029;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.043;0.042;0.034;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.045;0.045;0.039;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 3;0.0436666666666667;0.0433333333333333;0.034;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 3;0.0436666666666667;0.0433333333333333;0.034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;4;0.028;0.026;0.033;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.028;0.029;0.033;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.032;0.027;0.031;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 4;0.0293333333333333;0.0273333333333333;0.0323333333333333;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 4 ;0.0293333333333333;0.0273333333333333;0.0323333333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;18/09/2024;9h22;0;0.096;0.07;0.089;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.106;0.071;0.089;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.1;0.073;0.088;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 0;0.100666666666667;0.0713333333333333;0.0886666666666667;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 0;0.100666666666667;0.0713333333333333;0.0886666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;1;0.068;0.117;0.116;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.068;0.116;0.119;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.071;0.116;0.124;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 1;0.069;0.116333333333333;0.119666666666667;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 1;0.069;0.116333333333333;0.119666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2;0.136;0.138;0.159;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.136;0.142;0.154;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.14;0.14;0.158;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 2;0.137333333333333;0.14;0.157;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 2;0.137333333333333;0.14;0.157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;3;0.11;0.099;0.098;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.111;0.1;0.099;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.116;0.102;0.1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 3;0.112333333333333;0.100333333333333;0.099;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 3;0.112333333333333;0.100333333333333;0.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;4;0.072;0.069;0.069;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.081;0.068;0.072;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.072;0.071;0.069;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 4;0.075;0.0693333333333333;0.07;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 4 ;0.075;0.0693333333333333;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;14h12;0;0.085;0.072;0.12;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.092;0.069;0.119;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.086;0.072;0.12;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 0;0.0876666666666667;0.071;0.119666666666667;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 0;0.0876666666666667;0.071;0.119666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;1;0.088;0.083;0.096;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.089;0.092;0.099;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.088;0.089;0.099;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 1;0.0883333333333333;0.088;0.098;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 1;0.0883333333333333;0.088;0.098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2;0.127;0.149;0.172;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.129;0.152;0.173;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.129;0.153;0.174;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 2;0.128333333333333;0.151333333333333;0.173;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 2;0.128333333333333;0.151333333333333;0.173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;3;0.128;0.12;0.105;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.13;0.123;0.105;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.13;0.123;0.109;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 3;0.129333333333333;0.122;0.106333333333333;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 3;0.129333333333333;0.122;0.106333333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;4;0.068;0.066;0.069;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.073;0.065;0.071;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.072;0.07;0.069;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 4;0.071;0.067;0.0696666666666667;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;dilution 4 ;0.071;0.067;0.0696666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;18h15;0;0.1;0.088;0.098;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.102;0.088;0.092;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.101;0.084;0.096;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;mean 0;0.101;0.0866666666666667;0.0953333333333333;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
