Date;Hour;Dilution;A;B;C;neg;Mean;Standard deviation;Effectif;Day;Time (h);Time (s);mean 0;std 0;95% confidence interval;mean 1;std 1;95% confidence interval;mean 2;std 2;95% confidence interval;mean 3;std 3;95% confidence interval;mean 4;std 4;95% confidence interval;;Count;Tri 1;Tri 2;Tri 3;Mean;Dilution 1;Dilution 2;Division by volume 1 µL;OD ;Ratio cell/OD (/L);Ratio cell/OD (/mL);Mean per triplicates;
;;3;1.15;1.46;1.54;;1.38333333333333;0.205993527406403;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.67;0.86;0;;0.765;0.134350288425444;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/04/2024;11h57;0;5.22;6.1;6.21;0;5.84333333333333;0.542617114854787;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;3.84;4.29;4.29;;4.14;0.259807621135332;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;2.56;2.76;2.82;;2.71333333333333;0.136137185711081;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.47;1.61;1.6;;1.56;0.0781024967590666;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.735;0.845;;;0.79;0.0777817459305202;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13h48;0;5.25;5.93;6.15;0;5.77666666666667;0.469183688264344;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;3.84;4.27;4.09;;4.06666666666667;0.21594752448994;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;2.65;2.68;2.66;;2.66333333333333;0.0152752523165196;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.47;1.61;1.59;;1.55666666666667;0.0757187779440037;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.755;0.865;0;;0.81;0.0777817459305202;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;16h15;0;5.3;6.05;6.17;0;5.84;0.471487009365051;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;3.84;4.39;4.17;;4.13333333333333;0.276827262626594;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;2.79;2.85;2.85;;2.83;0.0346410161513776;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.47;1.56;1.6;;1.54333333333333;0.066583281184794;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.705;0.86;0;;0.7825;0.109601551083915;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/04/2024;9h24;0;7.23;8.03;8.23;0;7.83;0.529150262212918;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;4.91;5.69;5.4;;5.33333333333333;0.39425034347903;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.19;3.19;3.1;;3.16;0.0519615242270662;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.45;1.51;1.51;;1.49;0.0346410161513776;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.74;0.895;0;;0.8175;0.109601551083915;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11h32;0;7.51;8.23;8.4;0;8.04666666666667;0.47247574893674;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;4.99;5.66;5.59;;5.41333333333333;0.368284310463171;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.17;3.01;3.16;;3.11333333333333;0.0896288643983252;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.54;1.57;1.6;;1.57;0.03;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.775;0.895;0;;0.835;0.0848528137423857;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;14h45;0;7.44;8.23;8.29;0;7.98666666666667;0.47437678414245;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;5.15;5.47;5.21;;5.27666666666667;0.170098010962307;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;2.91;2.92;2.83;;2.88666666666667;0.0493288286231624;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.27;1.34;1.37;;1.32666666666667;0.0513160143944689;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.645;0.815;0;;0.73;0.120208152801713;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;16h37;0;7.62;8.44;8.55;0;8.20333333333333;0.508166639335301;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;5.3;5.79;5.44;;5.51;0.252388589282479;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.17;3.16;3.03;;3.12;0.0781024967590667;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.53;1.52;1.47;;1.50666666666667;0.0321455025366432;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.77;0.855;0;;0.8125;0.0601040764008565;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/04/2024;9h08;0;8.05;8.92;9.22;0;8.73;0.60770058416954;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;5.36;5.95;5.69;;5.66666666666667;0.295691280448601;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.26;3.2;3.03;;3.16333333333333;0.119303534454489;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.45;1.39;1.52;;1.45333333333333;0.0650640709864772;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.73;0.885;0;;0.8075;0.109601551083915;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13h10;0;7.94;8.97;9.02;0;8.64333333333333;0.609617366331811;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;5.41;6.18;5.68;;5.75666666666667;0.390683162336609;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.19;2.92;3.01;;3.04;0.137477270848675;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.37;1.42;1.47;;1.42;0.0499999999999999;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.725;0.81;0;;0.7675;0.0601040764008566;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;15h23;0;8.17;9.06;9.3;0;8.84333333333333;0.595343038368077;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;5.49;6.25;5.75;;5.83;0.386264158316559;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.37;3.09;3.24;;3.23333333333333;0.140118997046558;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.46;1.46;1.47;;1.46333333333333;0.00577350269189626;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.755;0.88;0;;0.8175;0.0883883476483184;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;16h43;0;8.32;9.23;9.2;0;8.91666666666667;0.516946160961984;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;5.47;6.18;5.87;;5.84;0.355949434611154;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.33;3.21;2.95;;3.16333333333333;0.194250697124446;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.44;1.43;1.5;;1.45666666666667;0.0378593889720019;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.75;0.86;0;;0.805;0.0777817459305202;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/2024;9h10;0;8.68;9.49;9.63;0;9.26666666666667;0.5128677542343;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;5.74;6.29;5.91;;5.98;0.281602556806574;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.16;3.12;2.9;;3.06;0.14;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.34;1.33;1.46;;1.37666666666667;0.0723417813807023;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.705;0.815;0;;0.76;0.0777817459305202;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11h15;0;8.88;9.56;9.72;0;9.38666666666667;0.446019431564739;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;5.92;6.38;6.12;;6.14;0.230651251893416;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.42;3.22;3.09;;3.24333333333333;0.166232768530556;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.46;1.39;1.47;;1.44;0.0435889894354068;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.72;0.855;0;;0.7875;0.0954594154601839;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;14h10;0;8.72;9.63;9.66;0;9.33666666666667;0.53425961229849;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;5.58;6.19;5.94;;5.90333333333333;0.306648550189518;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;2.99;3.01;2.97;;2.99;0.0199999999999998;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.33;1.25;1.4;;1.32666666666667;0.0750555349946513;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.695;0.815;0;;0.755;0.0848528137423857;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;16h13;0;8.88;9.79;9.76;0;9.47666666666667;0.516946160961983;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;5.86;6.35;6.02;;6.07666666666667;0.249866631092135;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.2;3.06;3.01;;3.09;0.0984885780179612;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.46;1.46;1.45;;1.45666666666667;0.00577350269189626;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.725;1;0;;0.8625;0.1944543648263;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/2024;8h55;0;9.43;10.56;10.44;0;10.1433333333333;0.620671679177755;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.05;6.48;6.27;;6.26666666666667;0.215019378971602;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.3;3.05;3.03;;3.12666666666667;0.150443787951957;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.38;1.36;1.33;;1.35666666666667;0.0251661147842358;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.715;0.805;0;;0.76;0.0636396103067893;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11h32;0;9.88;10.72;11.68;0;10.76;0.900666419935816;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;5.86;6.54;6.31;;6.23666666666667;0.345880518869354;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.28;3.1;3.03;;3.13666666666667;0.128970280814354;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.36;1.23;1.39;;1.32666666666667;0.0850490054811538;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.67;0.815;0;;0.7425;0.102530483272049;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13h55;0;10.4;11.94;11.28;0;11.2066666666667;0.772614608542534;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.04;6.59;6.02;;6.21666666666667;0.323470761172217;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.31;3.1;2.96;;3.12333333333333;0.176162803489651;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.37;1.3;1.43;;1.36666666666667;0.0650640709864771;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.67;0.845;0;;0.7575;0.123743686707645;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;16h10;0;9.58;10.74;10.82;0;10.38;0.693974062915899;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;5.97;6.25;6.18;;6.13333333333333;0.145716619962629;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.13;3.02;2.95;;3.03333333333333;0.0907377172587745;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.35;1.26;1.31;;1.30666666666667;0.045092497528229;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.65;0.82;0;;0.735;0.120208152801713;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/04/2024;9h37;0;10.5;11.92;11.74;0;11.3866666666667;0.773132157741051;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.13;6.61;6.28;;6.34;0.245560583156174;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.31;3;2.94;;3.08333333333333;0.198578280114753;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.33;1.29;1.39;;1.33666666666667;0.0503322295684716;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.685;0.815;0;;0.75;0.0919238815542511;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11h39;0;10.48;11.58;11.92;0;11.3266666666667;0.752684086010414;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.21;6.6;6.5;;6.43666666666667;0.202566861389847;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.26;3.07;2.9;;3.07666666666667;0.180092568789868;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.31;1.28;1.26;;1.28333333333333;0.0251661147842359;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.66;0.81;0;;0.735;0.106066017177981;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;17h59;0;10.6;12.06;11.94;0;11.5333333333333;0.810514240055863;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.48;6.92;6.49;;6.63;0.251197133741609;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.33;3.1;3.06;;3.16333333333333;0.145716619962629;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.3;1.26;1.33;;1.29666666666667;0.0351188458428425;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.705;0.76;0;;0.7325;0.0388908729652601;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/04/2024;9h26;0;12.06;12.84;12.92;0;12.6066666666667;0.475114021402582;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.75;7.09;6.79;;6.87666666666667;0.185831464863551;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.21;2.93;2.88;;3.00666666666667;0.177857620959388;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.26;1.16;1.24;;1.22;0.0529150262212919;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.645;0.75;0;;0.6975;0.0742462120245875;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;10h57;0;11.98;12.74;13.14;0;12.62;0.589236794506249;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.22;6.98;6.76;;6.65333333333333;0.391066916694999;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.23;2.86;2.85;;2.98;0.216564078277077;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.14;1.12;1.26;;1.17333333333333;0.0757187779440036;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.655;0.795;0;;0.725;0.0989949493661167;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;18h11;0;11.92;12.54;12.44;0;12.3;0.332866339541864;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.7;7.11;6.61;;6.80666666666667;0.266520793435209;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.1;2.91;2.75;;2.92;0.175214154679352;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.22;1.19;1.29;;1.23333333333333;0.0513160143944689;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.655;0.775;0;;0.715;0.0848528137423857;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/04/2024;11h17;0;11.94;12.62;12.64;0;12.4;0.398497176903426;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.68;7;6.5;;6.72666666666667;0.253245598842968;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.11;2.84;2.71;;2.88666666666667;0.204042479237372;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.21;1.14;1.25;;1.2;0.0556776436283003;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.615;0.75;0;;0.6825;0.0954594154601839;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;14h22;0;12.38;13.22;12.48;0;12.6933333333333;0.458839114868527;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.53;7.13;6.51;;6.72333333333333;0.352325606979302;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.05;2.83;2.75;;2.87666666666667;0.15534906930308;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.21;1.2;1.24;;1.21666666666667;0.0208166599946613;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.64;0.78;0;;0.71;0.0989949493661167;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;16h37;0;11.76;12.6;12.32;0;12.2266666666667;0.427707064862545;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.66;6.81;6.51;;6.66;0.15;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.13;2.79;2.75;;2.89;0.208806130178211;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.21;1.24;1.32;;1.25666666666667;0.0568624070307733;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.635;0.775;0;;0.705;0.0989949493661167;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/04/2024;9h55;0;12.64;13.86;12.7;0;13.0666666666667;0.687701485626818;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.66;6.97;6.61;;6.74666666666667;0.195021366350801;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.25;2.99;2.76;;3;0.245153013442625;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.26;1.27;1.34;;1.29;0.0435889894354068;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.665;0.48;0;;0.5725;0.130814754519511;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11h12;0;11.66;12.84;12.64;0;12.38;0.631506136153878;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.56;7.07;6.32;;6.65;0.383014360044111;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.02;2.83;2.69;;2.84666666666667;0.165630109984065;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.25;1.18;1.22;;1.21666666666667;0.0351188458428425;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.645;0.775;0;;0.71;0.0919238815542512;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;16h38;0;12.2;13.58;13.18;0;12.9866666666667;0.710023473790363;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.52;7.15;6.34;;6.67;0.425323406362735;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;2.95;2.74;2.68;;2.79;0.141774468787578;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.23;1.16;1.22;;1.20333333333333;0.0378593889720019;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.64;0.785;0;;0.7125;0.102530483272049;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/04/2024;9h47;0;12.44;13.12;12.52;0;12.6933333333333;0.371662929727103;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.64;6.99;6.55;;6.72666666666667;0.232450711621482;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.29;2.9;2.75;;2.98;0.278747197295327;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.32;1.23;1.43;;1.32666666666667;0.100166528008778;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.655;0.81;0;;0.7325;0.109601551083915;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;16h15;0;12.58;12.58;13.24;0;12.8;0.381051177665153;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.5;7.05;6.44;;6.66333333333333;0.336204302966713;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.09;2.83;2.71;;2.87666666666667;0.194250697124446;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.25;1.19;1.33;;1.25666666666667;0.070237691685685;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.655;0.825;0;;0.74;0.120208152801713;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;17h32;0;12.04;12.66;13.06;0;12.5866666666667;0.513939036592215;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.57;6.94;6.7;;6.73666666666667;0.187705443004015;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;2.93;2.78;2.64;;2.78333333333333;0.145028732785381;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.2;1.25;1.23;;1.22666666666667;0.0251661147842359;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.64;0.765;0;;0.7025;0.0883883476483184;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/04/2024;9h18;0;12.88;12.72;13.5;0;13.0333333333333;0.41198705481281;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.41;6.74;6.33;;6.49333333333333;0.217332310836041;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.06;2.73;2.68;;2.82333333333333;0.206478408879314;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.23;1.17;1.37;;1.25666666666667;0.102632028788938;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.665;0.7;0;;0.6825;0.0247487373415291;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13h50;0;12.68;13.82;13.22;0;13.24;0.57026309717533;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1;6.5;6.81;6.26;;6.52333333333333;0.275741424768448;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;3.03;2.74;2.53;;2.76666666666667;0.251064400768674;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;1.18;1.12;1.25;;1.18333333333333;0.0650640709864771;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;4;0.645;0.76;0;;0.7025;0.081317279836453;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
